epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
74,116.379,0.33175,0.49222,0.38998,0.83921,0,0.965,0.93548,0.91786,0.87986,0.99827,0.96774,0.96512,0.79717,0.3928,0.8054,0.35368,0.90757,0,0.0038319,0.0012773,0.0038319,0.0012773,0.0038319,0.0012773,0.0038319,0.0012773
75,117.755,0.34788,0.5197,0.40823,0.8869,0,0.965,0.93548,0.91687,0.8441,0.99827,0.96774,0.96512,0.78995,0.38179,0.80404,0.34914,0.90584,0,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
76,119.125,0.32844,0.49911,0.37222,0.8473,0,0.96499,0.93548,0.9202,0.85466,0.99827,0.96774,0.96512,0.78978,0.37444,0.78859,0.34663,0.90523,0,0.0037725,0.0012575,0.0037725,0.0012575,0.0037725,0.0012575,0.0037725,0.0012575
77,120.497,0.34703,0.50624,0.39091,0.85294,0,0.96499,0.93548,0.92033,0.87178,0.99826,0.96774,0.96512,0.78978,0.37318,0.78292,0.33937,0.90082,0,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
78,121.87,0.32325,0.47567,0.35784,0.86017,0,0.96495,0.93548,0.92466,0.87075,0.99822,0.96774,0.96512,0.79356,0.35579,0.76254,0.33137,0.90009,0,0.0037131,0.0012377,0.0037131,0.0012377,0.0037131,0.0012377,0.0037131,0.0012377
79,123.24,0.32842,0.46323,0.37563,0.8463,0,0.96495,0.93548,0.92887,0.87674,0.99823,0.96774,0.96512,0.78982,0.35644,0.76023,0.3351,0.90211,0,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
80,124.621,0.3229,0.46091,0.36609,0.83866,0,0.965,0.93548,0.91787,0.86633,0.99827,0.96774,0.96512,0.79948,0.36011,0.76315,0.31741,0.90806,0,0.0036537,0.0012179,0.0036537,0.0012179,0.0036537,0.0012179,0.0036537,0.0012179
81,125.995,0.31791,0.50129,0.36973,0.85022,0,0.965,0.93548,0.91388,0.86112,0.99828,0.96774,0.96512,0.79688,0.36846,0.76425,0.32692,0.90749,0,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
82,127.372,0.32171,0.48247,0.36555,0.84611,0,0.96496,0.93548,0.90955,0.85029,0.99824,0.96774,0.96513,0.79508,0.36381,0.76979,0.328,0.90488,0,0.0035943,0.0011981,0.0035943,0.0011981,0.0035943,0.0011981,0.0035943,0.0011981
83,128.757,0.32423,0.51144,0.37612,0.85129,0,0.96495,0.93548,0.91155,0.86329,0.99823,0.96774,0.96513,0.79522,0.34734,0.75955,0.33576,0.90938,0,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
84,130.126,0.33722,0.49349,0.39363,0.85469,0,0.96495,0.93548,0.91488,0.86261,0.99822,0.96774,0.96512,0.7945,0.38098,0.75466,0.33878,0.92464,0,0.0035349,0.0011783,0.0035349,0.0011783,0.0035349,0.0011783,0.0035349,0.0011783
85,131.497,0.33192,0.48378,0.355,0.85701,0,0.96495,0.93548,0.91787,0.86936,0.99822,0.96774,0.96512,0.79598,0.39904,0.74155,0.33976,0.92401,0,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
86,132.872,0.32451,0.50923,0.37935,0.85347,0,0.96496,0.93548,0.91787,0.86089,0.99823,0.96774,0.96512,0.79706,0.41214,0.73112,0.34046,0.92276,0,0.0034755,0.0011585,0.0034755,0.0011585,0.0034755,0.0011585,0.0034755,0.0011585
87,134.247,0.32988,0.50124,0.37639,0.85541,0,0.96497,0.93548,0.91619,0.859,0.99824,0.96774,0.96512,0.80856,0.37737,0.71413,0.33139,0.90278,0,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
88,135.618,0.3235,0.49286,0.3575,0.84548,0,0.965,0.93548,0.91952,0.85699,0.99827,0.96774,0.96512,0.79561,0.37147,0.70001,0.34289,0.89632,0,0.0034161,0.0011387,0.0034161,0.0011387,0.0034161,0.0011387,0.0034161,0.0011387
89,136.99,0.30885,0.50432,0.37379,0.85973,0,0.96494,0.93548,0.9234,0.86752,0.99822,0.96774,0.96512,0.7929,0.4033,0.70076,0.32463,0.91615,0,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
90,138.376,0.32756,0.4745,0.35515,0.8585,0,0.96495,0.93548,0.92408,0.87883,0.99822,0.96774,0.96512,0.79648,0.41536,0.67213,0.31753,0.9209,0,0.0033567,0.0011189,0.0033567,0.0011189,0.0033567,0.0011189,0.0033567,0.0011189
91,139.749,0.32277,0.47854,0.36548,0.83358,0,0.96496,0.93548,0.93154,0.88114,0.99827,0.96774,0.96512,0.79442,0.38833,0.67046,0.31155,0.91696,0,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
92,141.12,0.32476,0.47654,0.37005,0.85897,0,0.96501,0.93548,0.92754,0.88841,0.99828,0.96774,0.96512,0.80467,0.38153,0.66876,0.31798,0.91437,0,0.0032973,0.0010991,0.0032973,0.0010991,0.0032973,0.0010991,0.0032973,0.0010991
93,142.513,0.31362,0.47398,0.34486,0.83771,0,0.965,0.93548,0.92355,0.86953,0.99827,0.96774,0.96513,0.80164,0.39527,0.65998,0.32298,0.91557,0,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
94,143.883,0.31201,0.48919,0.34229,0.85667,0,0.96498,0.93548,0.92222,0.8645,0.99829,0.96774,0.96513,0.80365,0.38177,0.66009,0.3167,0.9116,0,0.0032379,0.0010793,0.0032379,0.0010793,0.0032379,0.0010793,0.0032379,0.0010793
95,145.251,0.32144,0.49009,0.34352,0.85798,0,0.96495,0.93548,0.92556,0.87375,0.99822,0.96774,0.96513,0.8022,0.37419,0.6611,0.31863,0.90359,0,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
96,146.686,0.32286,0.47693,0.33915,0.86215,0,0.96494,0.93548,0.92756,0.87739,0.99822,0.96774,0.96513,0.79238,0.38537,0.65962,0.31519,0.91173,0,0.0031785,0.0010595,0.0031785,0.0010595,0.0031785,0.0010595,0.0031785,0.0010595
97,148.063,0.30854,0.46934,0.32368,0.84358,0,0.96493,0.93548,0.92656,0.88771,0.9982,0.96774,0.96514,0.78992,0.3788,0.65856,0.29584,0.91518,0,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
98,149.432,0.33185,0.47401,0.35143,0.8415,0,0.96497,0.93548,0.9299,0.89045,0.99825,0.96774,0.96514,0.79726,0.38513,0.65708,0.30558,0.91798,0,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397,0.0031191,0.0010397
99,150.809,0.30437,0.49089,0.35485,0.8285,0,0.96496,0.93548,0.9299,0.88822,0.99823,0.96774,0.96514,0.81612,0.37106,0.65287,0.29856,0.90169,0,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
100,152.205,0.3447,0.49009,0.34981,0.86162,0,0.96496,0.93548,0.9309,0.89029,0.99823,0.96774,0.96514,0.8058,0.3789,0.65888,0.29438,0.90967,0,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199,0.0030597,0.0010199
101,153.577,0.34458,0.51715,0.36343,0.85501,0,0.96496,0.93548,0.91923,0.87509,0.99827,0.96774,0.96514,0.79509,0.36997,0.64475,0.29309,0.90727,0,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
102,155.242,0.29996,0.44769,0.33589,0.84533,0,0.96497,0.93548,0.90824,0.85948,0.99824,0.96774,0.96514,0.79749,0.37817,0.64167,0.3101,0.91171,0,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001,0.0030003,0.0010001
103,156.609,0.28541,0.48322,0.31512,0.8359,0,0.96496,0.93548,0.90724,0.85182,0.99823,0.96774,0.96514,0.80063,0.36935,0.63139,0.31414,0.90921,0,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
104,157.973,0.3409,0.54077,0.35445,0.84859,0,0.96496,0.93548,0.90725,0.85115,0.99823,0.96774,0.96515,0.79597,0.36709,0.62863,0.31641,0.9057,0,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803,0.0029409,0.0009803
105,159.35,0.34228,0.46137,0.33272,0.87513,0,0.96494,0.93548,0.90825,0.84584,0.99821,0.96774,0.96515,0.80436,0.3771,0.64335,0.33887,0.90331,0,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
106,160.715,0.3054,0.45062,0.33703,0.84503,0,0.96499,0.93548,0.90825,0.85092,0.99826,0.96774,0.96515,0.8034,0.37903,0.65864,0.33533,0.90747,0,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605,0.0028815,0.0009605
107,162.082,0.31509,0.50858,0.33614,0.84709,0,0.96495,0.93548,0.90724,0.86474,0.99822,0.96774,0.96514,0.80739,0.38482,0.67267,0.33188,0.91151,0,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
108,163.454,0.30775,0.44668,0.34671,0.8493,0,0.96493,0.93548,0.91257,0.87287,0.9982,0.96774,0.96514,0.80209,0.37806,0.6819,0.33314,0.91418,0,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407,0.0028221,0.0009407
109,164.823,0.3397,0.51014,0.34842,0.85519,0,0.96496,0.93548,0.92024,0.88365,0.99823,0.96774,0.96514,0.80682,0.36723,0.68354,0.32413,0.91284,0,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
110,166.19,0.31003,0.49711,0.32913,0.84365,0,0.96495,0.93548,0.9169,0.87201,0.99822,0.96774,0.96514,0.8032,0.36727,0.67843,0.31573,0.90922,0,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209,0.0027627,0.0009209
111,167.569,0.28057,0.46742,0.32565,0.83055,0,0.96495,0.93548,0.91257,0.87061,0.99822,0.96774,0.96514,0.81187,0.36971,0.68346,0.30163,0.90961,0,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
112,168.93,0.30156,0.45675,0.34519,0.86367,0,0.96499,0.93548,0.9139,0.86909,0.99827,0.96774,0.96514,0.795,0.3624,0.68006,0.29981,0.90484,0,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011,0.0027033,0.0009011
113,170.298,0.29015,0.44535,0.32038,0.84754,0,0.96496,0.93548,0.9149,0.86583,0.99824,0.96774,0.96514,0.80929,0.3699,0.6774,0.30112,0.9109,0,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
114,171.667,0.30706,0.49874,0.3371,0.85559,0,0.96498,0.93548,0.9159,0.86764,0.99826,0.96774,0.96514,0.80528,0.36183,0.67592,0.30189,0.90921,0,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813,0.0026439,0.0008813
115,173.03,0.32765,0.46523,0.34085,0.84997,0,0.96499,0.93548,0.92023,0.87644,0.99827,0.96774,0.96514,0.80253,0.37028,0.66916,0.29847,0.90863,0,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
116,174.401,0.29362,0.43865,0.3278,0.84825,0,0.96499,0.93548,0.92358,0.87318,0.99827,0.96774,0.96514,0.8087,0.3649,0.66643,0.30224,0.90753,0,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615,0.0025845,0.0008615
117,175.77,0.27257,0.43575,0.31321,0.82258,0,0.96498,0.93548,0.91691,0.86119,0.99825,0.96774,0.96515,0.8032,0.35409,0.66375,0.31806,0.90274,0,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
118,177.134,0.30172,0.45712,0.32352,0.85072,0,0.96496,0.93548,0.91691,0.85838,0.99823,0.96774,0.96514,0.80605,0.35965,0.66287,0.32251,0.91834,0,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417,0.0025251,0.0008417
119,178.513,0.30508,0.47138,0.32567,0.84661,0,0.96491,0.93548,0.92024,0.86216,0.99818,0.96774,0.96514,0.79663,0.35848,0.66505,0.29918,0.91556,0,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
120,179.92,0.32832,0.56296,0.3708,0.87453,0,0.96492,0.93548,0.92558,0.87232,0.99819,0.96774,0.96514,0.78646,0.34297,0.67011,0.29528,0.90725,0,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219,0.0024657,0.0008219
121,181.378,0.32079,0.4628,0.33664,0.86652,0,0.96495,0.93548,0.92558,0.87751,0.99822,0.96774,0.96515,0.8052,0.33858,0.67074,0.27903,0.9048,0,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
122,182.776,0.29969,0.42787,0.32492,0.84014,0,0.96497,0.93548,0.92659,0.88131,0.99824,0.96774,0.96515,0.79768,0.33608,0.67702,0.29166,0.90787,0,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021,0.0024063,0.0008021
123,184.145,0.3025,0.44509,0.29984,0.85821,0,0.96497,0.93548,0.92126,0.88001,0.99824,0.96774,0.96515,0.79564,0.34055,0.68391,0.29963,0.90476,0,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
124,185.568,0.29842,0.46576,0.3143,0.84186,0,0.96497,0.93548,0.92026,0.87239,0.99824,0.96774,0.96515,0.80826,0.34634,0.68216,0.30047,0.90775,0,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823,0.0023469,0.0007823
125,186.971,0.28347,0.4581,0.30107,0.83928,0,0.96493,0.93548,0.91926,0.86662,0.99821,0.96774,0.96515,0.79935,0.36206,0.67696,0.31411,0.91224,0,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
126,188.343,0.27573,0.50592,0.34239,0.82868,0,0.96492,0.93548,0.91693,0.87232,0.99823,0.96774,0.96515,0.79254,0.35876,0.68223,0.31765,0.91131,0,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625,0.0022875,0.0007625
127,189.71,0.29281,0.44757,0.30926,0.84757,0,0.96489,0.93548,0.91493,0.87565,0.99817,0.96774,0.96515,0.79404,0.35474,0.67682,0.30405,0.90436,0,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
128,191.147,0.28501,0.43349,0.30226,0.84055,0,0.96491,0.93548,0.92227,0.88934,0.99818,0.96774,0.96516,0.79782,0.35395,0.68958,0.29248,0.8999,0,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427,0.0022281,0.0007427
129,192.581,0.27582,0.40629,0.31526,0.85371,0,0.9649,0.93548,0.9246,0.88322,0.99818,0.96774,0.96516,0.79616,0.35566,0.69039,0.28284,0.89978,0,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
130,194.04,0.33277,0.45554,0.33535,0.86882,0,0.96493,0.93548,0.92459,0.88289,0.9982,0.96774,0.96515,0.79556,0.33917,0.69605,0.2788,0.89642,0,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229,0.0021687,0.0007229
131,195.429,0.28105,0.42704,0.29257,0.85099,0,0.96493,0.93548,0.92227,0.88643,0.9982,0.96774,0.96516,0.79698,0.32922,0.69762,0.28598,0.89759,0,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
132,196.796,0.30952,0.45171,0.31014,0.84399,0,0.96489,0.93548,0.92128,0.87847,0.9982,0.96774,0.96516,0.80371,0.32197,0.69772,0.28318,0.89735,0,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031,0.0021093,0.0007031
133,198.22,0.27529,0.45932,0.29303,0.84709,0,0.96487,0.93548,0.91928,0.88423,0.99814,0.96774,0.96517,0.8036,0.31857,0.69562,0.28815,0.89468,0,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
134,199.621,0.26372,0.41212,0.31445,0.82768,0,0.96488,0.93548,0.91795,0.87604,0.99815,0.96774,0.96517,0.8104,0.33252,0.7024,0.28688,0.89705,0,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833,0.0020499,0.0006833
135,200.984,0.29551,0.45062,0.30776,0.83391,0,0.96484,0.93548,0.91928,0.87921,0.99811,0.96774,0.96517,0.80358,0.33271,0.70635,0.28783,0.8974,0,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
136,202.355,0.32481,0.47943,0.32291,0.86872,0,0.96484,0.93548,0.91495,0.87894,0.99811,0.96774,0.96517,0.80348,0.33659,0.70566,0.29509,0.89935,0,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635,0.0019905,0.0006635
137,203.719,0.27713,0.43851,0.29873,0.84075,0,0.96484,0.93548,0.91495,0.87606,0.99811,0.96774,0.96517,0.81251,0.3454,0.70266,0.29426,0.90434,0,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
138,205.086,0.2694,0.48696,0.2921,0.85294,0,0.96487,0.93548,0.91595,0.87429,0.99814,0.96774,0.96517,0.80751,0.34597,0.69775,0.28749,0.9024,0,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437,0.0019311,0.0006437
139,206.449,0.26883,0.40785,0.3055,0.85698,0,0.96491,0.93548,0.91595,0.87746,0.99819,0.96774,0.96517,0.80361,0.34226,0.69125,0.28205,0.90148,0,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
140,207.818,0.28873,0.4535,0.31714,0.84231,0,0.96491,0.93548,0.91796,0.88097,0.99818,0.96774,0.96517,0.80447,0.34431,0.69334,0.27902,0.90157,0,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239,0.0018717,0.0006239
141,209.179,0.30326,0.43874,0.30904,0.84657,0,0.96491,0.93548,0.9193,0.88553,0.99822,0.96774,0.96518,0.80686,0.33704,0.69868,0.27132,0.89575,0,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
142,210.542,0.28797,0.45314,0.29168,0.85004,0,0.96496,0.93548,0.9223,0.88505,0.99823,0.96774,0.96518,0.80616,0.33649,0.69609,0.27596,0.89598,0,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041,0.0018123,0.0006041
143,211.915,0.26301,0.41858,0.28594,0.85192,0,0.96496,0.93548,0.9203,0.87974,0.99823,0.96774,0.96518,0.80074,0.34121,0.69104,0.26881,0.90225,0,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
144,213.278,0.2552,0.41981,0.26689,0.83201,0,0.96501,0.93548,0.91697,0.87315,0.99829,0.96774,0.96518,0.79333,0.35329,0.6966,0.26627,0.91206,0,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843,0.0017529,0.0005843
145,214.643,0.28821,0.4357,0.30101,0.8499,0,0.965,0.93548,0.92231,0.87872,0.99827,0.96774,0.96519,0.79645,0.36064,0.70266,0.26603,0.91496,0,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
146,216.01,0.28266,0.48873,0.29079,0.84775,0,0.96499,0.93548,0.92031,0.88332,0.99827,0.96774,0.96518,0.80871,0.36421,0.69304,0.27607,0.91803,0,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645,0.0016935,0.0005645
147,217.376,0.27557,0.46313,0.30329,0.85869,0,0.96498,0.93548,0.92764,0.88637,0.99825,0.96774,0.96518,0.8094,0.36593,0.68513,0.27665,0.91757,0,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
148,218.742,0.24359,0.38353,0.26877,0.85601,0,0.96498,0.93548,0.92364,0.88021,0.99826,0.96774,0.96518,0.80119,0.36512,0.68399,0.28016,0.91398,0,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447,0.0016341,0.0005447
149,220.115,0.2582,0.45413,0.29731,0.84707,0,0.96497,0.93548,0.92131,0.87907,0.99824,0.96774,0.96518,0.79675,0.35755,0.6871,0.27378,0.91055,0,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
